timestamp,contractSymbol,bid,ask,lastPrice,impliedVolatility,volume
1751897700,SPY250707C00450000,172.59,174.39,170.46,3.09766,11958
1751897700,SPY250707C00485000,137.51,139.63,129.3,2.51465,2
1751897700,SPY250707C00500000,122.43,124.16,120.51,2.10059,0
1751897700,SPY250707C00525000,97.58,99.45,71.88,1.79981,0
1751897700,SPY250707C00550000,72.5,74.16,74.09,1.31153,6
1751897700,SPY250707C00555000,68.36,68.46,62.61,1.26270,0
1751897700,SPY250707C00560000,62.63,63.51,59.74,1.03418,5
1751897700,SPY250707C00565000,57.62,59.5,60.66,1.14795,1
1751897700,SPY250707C00570000,53.38,54.61,50.34,1.17383,34
1751897700,SPY250707C00571000,51.63,53.59,54.14,1.06104,1
1751897700,SPY250707C00572000,50.49,51.51,42.65,0.82031,2
1751897700,SPY250707C00573000,49.57,50.61,52.37,0.85156,1
1751897700,SPY250707C00574000,48.62,50.5,49.1,0.99658,10
1751897700,SPY250707C00575000,47.52,48.6,48.12,0.80860,10
1751897700,SPY250707C00576000,46.56,48.14,40.48,0.90234,1
1751897700,SPY250707C00579000,43.57,44.69,41.24,0.77832,8
1751897700,SPY250707C00580000,43.41,44.1,45.51,0.94141,32
1751897700,SPY250707C00581000,42.54,43.13,42.21,0.94141,10
1751897700,SPY250707C00582000,40.58,42.47,41.23,0.85205,10
1751897700,SPY250707C00583000,40.46,41.53,43.08,0.93799,9
1751897700,SPY250707C00584000,38.59,40.25,42.34,0.79151,3
1751897700,SPY250707C00585000,38.36,38.47,35.13,0.77344,6
1751897700,SPY250707C00586000,36.58,38.13,37.18,0.74073,14
1751897700,SPY250707C00587000,35.58,37.22,31.83,0.73633,1
1751897700,SPY250707C00588000,34.58,36.5,37.0,0.75293,1
1751897700,SPY250707C00589000,33.58,34.52,34.65,0.59668,1
1751897700,SPY250707C00590000,32.58,34.48,27.78,0.71631,1
1751897700,SPY250707C00591000,32.13,32.32,34.37,0.62354,5
1751897700,SPY250707C00592000,31.41,32.13,24.34,0.73023,1
1751897700,SPY250707C00593000,29.59,31.58,32.5,0.67578,1
1751897700,SPY250707C00594000,28.61,29.48,31.34,0.51954,10
1751897700,SPY250707C00595000,28.48,28.68,28.2,0.63941,2
1751897700,SPY250707C00596000,26.53,27.67,29.67,0.50733,10
1751897700,SPY250707C00597000,26.39,26.52,27.61,0.57862,7
1751897700,SPY250707C00598000,25.39,25.57,27.62,0.56641,6
1751897700,SPY250707C00599000,24.25,24.65,24.6,0.54297,1
1751897700,SPY250707C00600000,23.45,23.8,23.59,0.55762,14
1751897700,SPY250707C00601000,22.43,22.65,24.9,0.52442,16
1751897700,SPY250707C00602000,21.45,21.69,23.5,0.51148,26
1751897700,SPY250707C00603000,20.45,20.7,22.32,0.51465,11
1751897700,SPY250707C00604000,19.35,19.8,19.35,0.51075,10
1751897700,SPY250707C00605000,18.4,18.52,18.48,0.44776,9
1751897700,SPY250707C00606000,17.53,17.71,17.54,0.45850,3
1751897700,SPY250707C00607000,16.35,16.65,16.55,0.43043,4
1751897700,SPY250707C00608000,15.42,15.51,17.65,0.38990,132
1751897700,SPY250707C00609000,14.45,14.71,14.25,0.39966,4
1751897700,SPY250707C00610000,13.5,13.68,13.49,0.37549,46
1751897700,SPY250707C00611000,12.49,12.57,12.61,0.34058,14
1751897700,SPY250707C00612000,11.5,11.58,11.3,0.32178,12
1751897700,SPY250707C00613000,10.51,10.59,10.6,0.30274,16
1751897700,SPY250707C00614000,9.65,9.74,9.64,0.30006,119
1751897700,SPY250707C00615000,8.57,8.66,8.62,0.26905,607
1751897700,SPY250707C00616000,7.46,7.54,7.68,0.23365,560
1751897700,SPY250707C00617000,6.56,6.65,6.59,0.22364,100
1751897700,SPY250707C00618000,5.72,5.75,5.75,0.21046,1177
1751897700,SPY250707C00619000,4.63,4.69,4.64,0.18018,1060
1751897700,SPY250707C00620000,3.75,3.79,3.72,0.16358,864
1751897700,SPY250707C00621000,2.94,2.95,2.99,0.14918,1192
1751897700,SPY250707C00622000,2.18,2.21,2.17,0.13844,2870
1751897700,SPY250707C00623000,1.41,1.43,1.43,0.11854,18441
1751897700,SPY250707C00624000,0.88,0.89,0.88,0.10914,44519
1751897700,SPY250707C00625000,0.49,0.5,0.49,0.10182,39262
1751897700,SPY250707C00626000,0.24,0.25,0.25,0.09644,26071
1751897700,SPY250707C00627000,0.13,0.14,0.13,0.09815,12609
1751897700,SPY250707C00628000,0.07,0.08,0.08,0.10108,13759
1751897700,SPY250707C00629000,0.04,0.05,0.05,0.10597,6179
1751897700,SPY250707C00630000,0.03,0.04,0.03,0.11524,4036
1751897700,SPY250707C00635000,0.0,0.01,0.01,0.14845,1513
1751897700,SPY250707C00640000,0.0,0.01,0.01,0.20313,384
1751897700,SPY250707C00645000,0.0,0.01,0.01,0.25001,278
1751897700,SPY250707C00650000,0.0,0.01,0.01,0.30079,13
1751897700,SPY250707C00655000,0.0,0.01,0.01,0.35157,2102
1751897700,SPY250707C00660000,0.0,0.01,0.01,0.39844,11
1751897700,SPY250707C00665000,0.0,0.01,0.01,0.44532,1000
1751897700,SPY250707C00670000,0.0,0.01,0.01,0.48438,0
1751897700,SPY250707C00675000,0.0,0.01,0.01,0.50001,1
1751897700,SPY250707C00690000,0.0,0.01,0.01,0.62500,0
1751897700,SPY250707C00695000,0.0,0.01,0.01,0.65625,1
1751897700,SPY250707C00700000,0.0,0.01,0.01,0.70313,21
1751897700,SPY250707P00450000,0.0,0.01,0.01,1.84375,13
1751897700,SPY250707P00455000,0.0,0.01,0.03,1.78125,0
1751897700,SPY250707P00460000,0.0,0.01,0.01,1.71875,30
1751897700,SPY250707P00465000,0.0,0.01,0.02,1.68750,0
1751897700,SPY250707P00470000,0.0,0.01,0.02,1.62500,0
1751897700,SPY250707P00475000,0.0,0.01,0.03,1.56250,0
1751897700,SPY250707P00480000,0.0,0.01,0.03,1.50000,0
1751897700,SPY250707P00485000,0.0,0.01,0.03,1.43750,0
1751897700,SPY250707P00490000,0.0,0.01,0.01,1.37500,205
1751897700,SPY250707P00495000,0.0,0.01,0.01,1.31250,1
1751897700,SPY250707P00500000,0.0,0.01,0.01,1.28125,32
1751897700,SPY250707P00505000,0.0,0.01,0.01,1.21875,1
1751897700,SPY250707P00510000,0.0,0.01,0.01,1.15625,4
1751897700,SPY250707P00515000,0.0,0.01,0.01,1.12500,3
1751897700,SPY250707P00520000,0.0,0.01,0.01,1.06250,70
1751897700,SPY250707P00525000,0.0,0.01,0.01,1.00001,11
1751897700,SPY250707P00530000,0.0,0.01,0.01,0.96875,5
1751897700,SPY250707P00535000,0.0,0.01,0.01,0.90625,154
1751897700,SPY250707P00540000,0.0,0.01,0.01,0.84375,1068
1751897700,SPY250707P00545000,0.0,0.01,0.01,0.81250,4817
1751897700,SPY250707P00550000,0.0,0.01,0.01,0.75000,2
1751897700,SPY250707P00555000,0.0,0.01,0.02,0.70313,333
1751897700,SPY250707P00560000,0.0,0.01,0.01,0.65625,1
